brand,brand_prefix,part_code,part_name,category,group
Ford,FO,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Ford,FO,CSF,Сальник коленвала передний,Двигатель,Сальники
Ford,FO,CSR,Сальник коленвала задний,Двигатель,Сальники
Ford,FO,CMS,Сальник распредвала,Двигатель,Сальники
Ford,FO,EML,Опора двигателя левая,Двигатель,Опоры
Ford,FO,EMR,Опора двигателя правая,Двигатель,Опоры
Ford,FO,EMB,Опора двигателя задняя,Двигатель,Опоры
Ford,FO,OPM,Масляный насос,Двигатель,Смазка
Ford,FO,OPS,Датчик давления масла,Двигатель,Датчики
Ford,FO,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Ford,FO,THB,Дроссельная заслонка,Двигатель,Впуск
Ford,FO,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Ford,FO,MAP,Датчик абсолютного давления,Двигатель,Датчики
Ford,FO,O2F,Лямбда-зонд передний,Двигатель,Датчики
Ford,FO,O2R,Лямбда-зонд задний,Двигатель,Датчики
Ford,FO,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Ford,FO,TST,Термостат,Охлаждение,Охлаждение
Ford,FO,TSH,Корпус термостата,Охлаждение,Охлаждение
Ford,FO,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Ford,FO,EXT,Расширительный бачок,Охлаждение,Охлаждение
Ford,FO,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Ford,FO,RHU,Патрубок радиатора верхний,Охлаждение,Патрубки
Ford,FO,RHL,Патрубок радиатора нижний,Охлаждение,Патрубки
Ford,FO,FPU,Топливный насос,Топливная система,Топливо
Ford,FO,INJ,Форсунка топливная,Топливная система,Топливо
Ford,FO,FPR,Регулятор давления топлива,Топливная система,Топливо
Ford,FO,FTC,Крышка топливного бака,Топливная система,Топливо
Ford,FO,TUR,Турбокомпрессор,Турбонаддув,Турбо
Ford,FO,INT,Интеркулер,Турбонаддув,Турбо
Ford,FO,TCV,Клапан управления турбиной,Турбонаддув,Турбо
Ford,FO,IPH,Патрубок интеркулера,Турбонаддув,Турбо
Ford,FO,ATF,Фильтр АКПП,Трансмиссия,АКПП
Ford,FO,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Ford,FO,ATP,Поддон АКПП,Трансмиссия,АКПП
Ford,FO,ATS,Соленоид АКПП,Трансмиссия,АКПП
Ford,FO,MEC,Мехатроник,Трансмиссия,АКПП/DSG
Ford,FO,CLK,Комплект сцепления,Трансмиссия,Сцепление
Ford,FO,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Ford,FO,CMC,Главный цилиндр сцепления,Трансмиссия,Сцепление
Ford,FO,CSC,Рабочий цилиндр сцепления,Трансмиссия,Сцепление
Ford,FO,TMM,Подушка КПП,Трансмиссия,Опоры
Ford,FO,HUF,Ступица передняя,Трансмиссия,Ступицы
Ford,FO,HUR,Ступица задняя,Трансмиссия,Ступицы
Ford,FO,STM,Опора передней стойки,Подвеска,Передняя подвеска
Ford,FO,SDB,Пыльник амортизатора,Подвеска,Амортизаторы
Ford,FO,SBS,Отбойник амортизатора,Подвеска,Амортизаторы
Ford,FO,SPF,Пружина передняя,Подвеска,Пружины
Ford,FO,SPR,Пружина задняя,Подвеска,Пружины
Ford,FO,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Ford,FO,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Ford,FO,BJT,Шаровая опора,Подвеска,Передняя подвеска
Ford,FO,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Ford,FO,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Ford,FO,TRD,Рулевая тяга,Рулевое,Рулевое управление
Ford,FO,RBB,Пыльник рулевой рейки,Рулевое,Рулевое управление
Ford,FO,RCK,Рулевая рейка,Рулевое,Рулевое управление
Ford,FO,PSP,Насос ГУР,Рулевое,ГУР
Ford,FO,PSR,Бачок ГУР,Рулевое,ГУР
Ford,FO,CFLB,Суппорт передний левый,Тормоза,Суппорты
Ford,FO,CFRB,Суппорт передний правый,Тормоза,Суппорты
Ford,FO,CRLB,Суппорт задний левый,Тормоза,Суппорты
Ford,FO,CRRB,Суппорт задний правый,Тормоза,Суппорты
Ford,FO,CRK,Ремкомплект суппорта,Тормоза,Суппорты
Ford,FO,CSG,Направляющие суппорта,Тормоза,Суппорты
Ford,FO,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Ford,FO,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Ford,FO,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Ford,FO,BBR,Вакуумный усилитель тормозов,Тормоза,Гидравлика
Ford,FO,FUB,Блок предохранителей,Электрика,Электрика
Ford,FO,STR,Реле стартера,Электрика,Электрика
Ford,FO,PDC,Датчик парковки,Электрика,Парктроник
Ford,FO,RVC,Камера заднего вида,Электрика,Камеры
Ford,FO,ECU,Блок управления двигателем,Электрика,Блоки управления
Ford,FO,ABU,Блок ABS,Электрика,Блоки управления
Ford,FO,TPM,Датчик давления шин,Электрика,TPMS
Ford,FO,WPM,Мотор стеклоочистителя,Электрика,Стеклоочистители
Ford,FO,WPL,Трапеция стеклоочистителя,Электрика,Стеклоочистители
Ford,FO,ACC,Компрессор кондиционера,Климат,Кондиционер
Ford,FO,ACR,Радиатор кондиционера,Климат,Кондиционер
Ford,FO,ACE,Испаритель кондиционера,Климат,Кондиционер
Ford,FO,ACD,Осушитель кондиционера,Климат,Кондиционер
Ford,FO,HTR,Радиатор печки,Климат,Отопитель
Ford,FO,BLM,Мотор печки,Климат,Отопитель
Ford,FO,BLR,Резистор мотора печки,Климат,Отопитель
Ford,FO,HOD,Капот,Кузов/свет,Кузов
Ford,FO,FFL,Крыло переднее левое,Кузов/свет,Кузов
Ford,FO,FFR,Крыло переднее правое,Кузов/свет,Кузов
Ford,FO,FBP,Бампер передний,Кузов/свет,Кузов
Ford,FO,RBP,Бампер задний,Кузов/свет,Кузов
Ford,FO,GRL,Решетка радиатора,Кузов/свет,Кузов
Ford,FO,INL,Подкрылок передний левый,Кузов/свет,Кузов
Ford,FO,INR,Подкрылок передний правый,Кузов/свет,Кузов
Ford,FO,RKL,Порог левый,Кузов/свет,Кузов
Ford,FO,RKR,Порог правый,Кузов/свет,Кузов
Ford,FO,DFL,Дверь передняя левая,Кузов/свет,Кузов
Ford,FO,DFR,Дверь передняя правая,Кузов/свет,Кузов
Ford,FO,WSF,Стекло лобовое,Кузов/свет,Стекла
Ford,FO,WSR,Стекло заднее,Кузов/свет,Стекла
Ford,FO,FGL,Противотуманная фара левая,Кузов/свет,Оптика
Ford,FO,FGR,Противотуманная фара правая,Кузов/свет,Оптика
Ford,FO,MAT,Коврики салона,Салон,Салон
Ford,FO,SWS,Подрулевой переключатель,Салон,Салон
